"STATION","NAME","DATE","DLY-CLDD-BASE45","DLY-CLDD-BASE50","DLY-CLDD-BASE55","DLY-CLDD-BASE57","DLY-CLDD-BASE60","DLY-CLDD-BASE70","DLY-CLDD-BASE72","DLY-CLDD-NORMAL","DLY-DUTR-NORMAL","DLY-DUTR-STDDEV","DLY-GRDD-BASE40","DLY-GRDD-BASE45","DLY-GRDD-BASE50","DLY-GRDD-BASE55","DLY-GRDD-BASE57","DLY-GRDD-BASE60","DLY-GRDD-BASE65","DLY-GRDD-BASE70","DLY-GRDD-BASE72","DLY-GRDD-TB4886","DLY-GRDD-TB5086","DLY-HTDD-BASE40","DLY-HTDD-BASE45","DLY-HTDD-BASE50","DLY-HTDD-BASE55","DLY-HTDD-BASE57","DLY-HTDD-BASE60","DLY-HTDD-NORMAL","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","DLY-TAVG-NORMAL","DLY-TAVG-STDDEV","DLY-TMAX-NORMAL","DLY-TMAX-STDDEV","DLY-TMIN-NORMAL","DLY-TMIN-STDDEV","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-26","8","4","2","1","1","-7777","-7777","-7777","21.9","9.1","12","8","4","2","1","1","-7777","-7777","-7777","8","7","-7777","1","2","5","6","9","13","0.03","0.13","0.37","39.6","229","72","15","-6666","-6666","-6666","22","9","3","3","1","-6666","-6666","-6666","13","5","2","1","52.0","7.5","62.9","10.0","41.0","7.4","2.74","2.2","10.74","43.3"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-27","8","4","2","2","1","-7777","-7777","-7777","22.0","9.1","12","8","4","2","2","1","-7777","-7777","-7777","8","7","-7777","1","2","5","6","9","13","0.03","0.13","0.37","39.6","229","73","15","-6666","-6666","-6666","21","8","2","2","1","-6666","-6666","-6666","12","4","2","0","52.3","7.5","63.3","9.9","41.3","7.4","2.84","2.2","10.84","43.3"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-28","8","4","2","2","1","-7777","-7777","-7777","22.0","9.1","13","8","4","2","2","1","-7777","-7777","-7777","8","7","-7777","-7777","2","4","6","8","13","0.03","0.13","0.38","39.6","229","73","15","-6666","-6666","-6666","19","8","2","2","1","-6666","-6666","-6666","10","4","2","0","52.7","7.5","63.7","9.9","41.7","7.4","2.95","2.3","10.95","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-29","8","5","2","2","1","-7777","-7777","-7777","22.1","9.1","13","8","5","2","2","1","-7777","-7777","-7777","9","7","-7777","-7777","2","4","6","8","12","0.03","0.13","0.38","39.6","229","74","14","-6666","-6666","-6666","18","7","2","2","1","-6666","-6666","-6666","9","4","1","0","53.0","7.4","64.1","9.8","42.0","7.4","3.06","2.3","11.06","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-30","9","5","2","2","1","-7777","-7777","-7777","22.2","9.1","13","9","5","2","2","1","-7777","-7777","-7777","9","8","-7777","-7777","1","4","5","8","12","0.03","0.13","0.38","39.7","229","75","14","-6666","-6666","-6666","16","7","2","2","1","-6666","-6666","-6666","8","3","1","0","53.3","7.4","64.4","9.8","42.3","7.4","3.17","2.3","11.17","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-01","9","5","2","2","1","-7777","-7777","-7777","22.2","9.1","14","9","5","2","2","1","-7777","-7777","-7777","9","8","-7777","-7777","1","4","5","7","12","0.03","0.13","0.38","39.8","230","75","14","-6666","-6666","-6666","15","6","-5555","-5555","0","-6666","-6666","-6666","-5555","-5555","-5555","0","53.7","7.4","64.8","9.8","42.6","7.4","0.11","0.0","11.28","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-02","9","5","2","2","1","-7777","-7777","-7777","22.2","9.1","14","9","5","2","2","1","-7777","-7777","-7777","9","8","-7777","-7777","1","3","5","7","11","0.03","0.13","0.39","39.8","231","76","14","-6666","-6666","-6666","14","6","-5555","-5555","0","-6666","-6666","-6666","-5555","-5555","-5555","0","54.0","7.3","65.1","9.7","42.9","7.4","0.21","0.0","11.38","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-03","10","5","3","2","1","-7777","-7777","-7777","22.3","9.2","14","10","5","3","2","1","-7777","-7777","-7777","9","8","-7777","-7777","1","3","5","7","11","0.03","0.13","0.39","39.9","232","77","14","-6666","-6666","-6666","13","5","-5555","-5555","0","-6666","-6666","-6666","-5555","-5555","-5555","0","54.3","7.3","65.5","9.7","43.2","7.4","0.32","0.0","11.49","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-04","10","6","3","2","1","-7777","-7777","-7777","22.3","9.2","15","10","6","3","2","1","-7777","-7777","-7777","10","8","-7777","-7777","1","3","4","6","11","0.03","0.13","0.39","40.0","233","77","14","-6666","-6666","-6666","12","5","-5555","-5555","0","-6666","-6666","-6666","-5555","-5555","-5555","0","54.6","7.3","65.8","9.7","43.5","7.4","0.43","0.0","11.60","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-05","10","6","3","2","1","-7777","-7777","-7777","22.4","9.2","15","10","6","3","2","1","-7777","-7777","-7777","10","9","-7777","-7777","1","3","4","6","10","0.03","0.13","0.40","40.1","234","78","14","-6666","-6666","-6666","11","4","-5555","-5555","0","-6666","-6666","-6666","-5555","-5555","0","0","55.0","7.2","66.1","9.6","43.8","7.4","0.54","0.0","11.71","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-06","10","6","3","2","1","-7777","-7777","-7777","22.4","9.2","15","10","6","3","2","1","-7777","-7777","-7777","10","9","-7777","-7777","1","3","4","6","10","0.04","0.13","0.40","40.2","236","79","14","-6666","-6666","-6666","10","4","-5555","-5555","0","-6666","-6666","-6666","-5555","-5555","0","0","55.3","7.2","66.5","9.6","44.1","7.4","0.65","0.0","11.82","43.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-07","11","6","3","2","1","-7777","-7777","-7777","22.4","9.2","16","11","6","3","2","1","-7777","-7777","-7777","10","9","0","-7777","1","2","4","6","10","0.04","0.14","0.40","40.2","237","79","14","-6666","-6666","-6666","9","3","-5555","-5555","0","-6666","-6666","-6666","-5555","-5555","0","0","55.6","7.2","66.8","9.5","44.4","7.3","0.76","0.1","11.93","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-08","11","6","3","2","1","-7777","-7777","-7777","22.4","9.2","16","11","6","3","2","1","-7777","-7777","-7777","10","9","0","-7777","1","2","3","5","10","0.04","0.14","0.41","40.4","239","80","14","-6666","-6666","-6666","8","3","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","55.9","7.1","67.1","9.5","44.7","7.3","0.86","0.1","12.03","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-09","11","7","3","2","1","-7777","-7777","-7777","22.4","9.2","16","11","7","3","2","1","-7777","-7777","-7777","11","9","0","-7777","1","2","3","5","9","0.04","0.14","0.41","40.5","241","81","14","-6666","-6666","-6666","8","3","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","56.2","7.1","67.4","9.4","45.0","7.3","0.97","0.1","12.14","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-10","12","7","3","3","1","-7777","-7777","-7777","22.5","9.2","16","12","7","3","3","1","-7777","-7777","-7777","11","9","0","-7777","-7777","2","3","5","9","0.04","0.14","0.41","40.6","243","82","15","-6666","-6666","-6666","7","3","-5555","-5555","0","-6666","-6666","-6666","-5555","0","0","0","56.5","7.0","67.7","9.4","45.3","7.3","1.08","0.1","12.25","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-11","12","7","4","3","2","-7777","-7777","-7777","22.5","9.2","17","12","7","4","3","2","-7777","-7777","-7777","11","10","0","-7777","-7777","2","3","5","9","0.04","0.14","0.42","40.8","244","82","15","-6666","-6666","-6666","7","2","0","0","0","-6666","-6666","-6666","-5555","0","0","0","56.8","7.0","68.0","9.3","45.5","7.3","1.19","0.1","12.36","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-12","12","8","4","3","2","-7777","-7777","1","22.5","9.2","17","12","8","4","3","2","1","-7777","-7777","11","10","0","-7777","-7777","2","3","5","8","0.04","0.14","0.42","40.9","245","83","15","-6666","-6666","-6666","6","2","0","0","0","-6666","-6666","-6666","-5555","0","0","0","57.1","7.0","68.3","9.3","45.8","7.3","1.30","0.1","12.47","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-13","12","8","4","3","2","-7777","-7777","1","22.5","9.2","17","12","8","4","3","2","1","-7777","-7777","11","10","0","-7777","-7777","2","3","4","8","0.04","0.14","0.42","41.0","247","83","15","-6666","-6666","-6666","5","2","0","0","0","-6666","-6666","-6666","-5555","0","0","0","57.4","7.0","68.6","9.3","46.1","7.3","1.41","0.1","12.58","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-14","13","8","4","3","2","-7777","-7777","1","22.5","9.1","18","13","8","4","3","2","1","-7777","-7777","11","10","0","-7777","-7777","2","2","4","8","0.04","0.14","0.42","41.1","248","83","15","-6666","-6666","-6666","5","2","0","0","0",,,,"0","0","0","0","57.7","6.9","68.9","9.2","46.4","7.3","1.52","0.1","12.69","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-15","13","8","4","3","2","-7777","-7777","1","22.4","9.1","18","13","8","4","3","2","1","-7777","-7777","12","10","0","-7777","-7777","1","2","4","8","0.04","0.14","0.42","41.3","249","83","15","-6666","-6666","-6666","4","2","0","0","0",,,,"0","0","0","0","58.0","6.9","69.2","9.2","46.7","7.3","1.63","0.1","12.80","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-16","13","9","5","3","2","-7777","-7777","1","22.4","9.1","18","13","9","5","3","2","1","-7777","-7777","12","10","0","-7777","-7777","1","2","4","7","0.04","0.14","0.42","41.4","250","84","15","-6666","-6666","-6666","4","1","0","0","0",,,,"0","0","0","0","58.3","6.9","69.5","9.2","47.0","7.3","1.75","0.1","12.92","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-17","14","9","5","4","2","-7777","-7777","1","22.4","9.1","19","14","9","5","4","2","1","-7777","-7777","12","11","0","-7777","-7777","1","2","4","7","0.04","0.14","0.42","41.6","251","85","16","-6666","-6666","-6666","3","1","0","0","0",,,,"0","0","0","0","58.6","6.9","69.8","9.2","47.3","7.2","1.86","0.1","13.03","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-18","14","9","5","4","2","-7777","-7777","1","22.4","9.1","19","14","9","5","4","2","1","-7777","-7777","12","11","0","-7777","-7777","1","2","3","7","0.04","0.14","0.43","41.7","252","85","16","-6666","-6666","-6666","3","1","0","0","0",,,,"0","0","0","0","58.8","6.9","70.0","9.1","47.7","7.2","1.98","0.1","13.15","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-19","14","9","5","4","2","-7777","-7777","1","22.4","9.0","19","14","9","5","4","2","1","-7777","-7777","13","11","0","-7777","-7777","1","2","3","7","0.04","0.14","0.43","41.8","253","86","16","-6666","-6666","-6666","3","1","0","0","0",,,,"0","0","0","0","59.1","6.9","70.3","9.1","48.0","7.2","2.10","0.1","13.27","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-20","14","10","5","4","2","-7777","-7777","1","22.3","9.0","19","14","10","5","4","2","1","-7777","-7777","13","11","0","-7777","-7777","1","2","3","6","0.04","0.14","0.43","41.9","254","86","17","-6666","-6666","-6666","3","1","0","0","0",,,,"0","0","0","0","59.4","6.9","70.6","9.1","48.3","7.2","2.22","0.1","13.39","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-21","15","10","6","4","3","-7777","-7777","1","22.3","8.9","20","15","10","6","4","3","1","-7777","-7777","13","11","0","-7777","-7777","1","2","3","6","0.04","0.14","0.43","42.0","255","87","17","-6666","-6666","-6666","2","1","0","0","0",,,,"0","0","0","0","59.7","6.8","70.9","9.0","48.6","7.2","2.34","0.1","13.51","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-22","15","10","6","4","3","-7777","-7777","1","22.3","8.9","20","15","10","6","4","3","1","-7777","-7777","13","12","0","-7777","-7777","1","1","3","6","0.04","0.14","0.43","42.1","256","87","18","-6666","-6666","-6666","2","1","0","0","0",,,,"0","0","0","0","60.0","6.8","71.2","9.0","48.9","7.2","2.46","0.1","13.63","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-23","15","10","6","5","3","-7777","-7777","1","22.3","8.9","20","15","10","6","5","3","1","-7777","-7777","13","12","0","-7777","-7777","1","1","3","6","0.04","0.14","0.43","42.2","258","88","19","-6666","-6666","-6666","2","1","0","0","0",,,,"0","0","0","0","60.3","6.8","71.5","9.0","49.2","7.2","2.60","0.1","13.77","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-24","16","11","6","5","3","-7777","-7777","1","22.2","8.9","21","16","11","6","5","3","1","-7777","-7777","14","12","0","-7777","-7777","1","1","3","6","0.05","0.14","0.43","42.3","259","88","19","-6666","-6666","-6666","2","1","0","0","0",,,,"0","0","0","0","60.6","6.8","71.7","9.0","49.5","7.2","2.73","0.1","13.90","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-25","16","11","7","5","3","-7777","-7777","1","22.2","8.8","21","16","11","7","5","3","1","-7777","-7777","14","12","0","-7777","-7777","1","1","2","5","0.05","0.14","0.43","42.4","259","88","20","-6666","-6666","-6666","2","1","0","0","0",,,,"0","0","0","0","60.9","6.8","72.0","8.9","49.8","7.2","2.86","0.1","14.03","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-26","16","11","7","5","4","-7777","-7777","1","22.1","8.8","21","16","11","7","5","4","1","-7777","-7777","14","13","0","-7777","-7777","1","1","2","5","0.05","0.14","0.44","42.5","260","89","20","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","61.2","6.8","72.3","8.9","50.2","7.2","2.99","0.1","14.16","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-27","17","12","7","6","4","-7777","-7777","1","22.1","8.8","22","17","12","7","6","4","1","-7777","-7777","14","13","0","-7777","-7777","1","1","2","5","0.05","0.14","0.44","42.5","261","89","21","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","61.5","6.8","72.6","8.9","50.5","7.2","3.11","0.1","14.28","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-28","17","12","7","6","4","-7777","-7777","2","22.1","8.7","22","17","12","7","6","4","2","-7777","-7777","15","13","0","-7777","-7777","1","1","2","5","0.05","0.14","0.44","42.5","262","89","22","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","61.8","6.8","72.9","8.8","50.8","7.2","3.23","0.1","14.40","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-29","17","12","8","6","4","-7777","-7777","2","22.0","8.7","22","17","12","8","6","4","2","-7777","-7777","15","13","0","-7777","-7777","-7777","1","2","4","0.05","0.14","0.44","42.5","262","88","22","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","62.1","6.8","73.2","8.8","51.1","7.2","3.35","0.1","14.52","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-30","17","12","8","6","4","-7777","-7777","2","22.0","8.6","22","17","12","8","6","4","2","-7777","-7777","15","13","0","-7777","-7777","-7777","1","2","4","0.05","0.14","0.44","42.5","263","88","23","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","62.5","6.7","73.4","8.8","51.5","7.1","3.48","0.1","14.65","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","05-31","18","13","8","6","4","-7777","-7777","2","21.9","8.6","23","18","13","8","6","4","2","-7777","-7777","15","14","0","-7777","-7777","-7777","1","2","4","0.05","0.14","0.44","42.5","263","88","23","-6666","-6666","-6666","1","1","0","0","0",,,,"0","0","0","0","62.8","6.7","73.7","8.7","51.8","7.1","3.61","0.1","14.78","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-01","18","13","8","7","5","1","-7777","2","21.9","8.5","23","18","13","8","7","5","2","1","-7777","16","14","0","0","-7777","-7777","1","1","4","0.05","0.14","0.44","42.5","263","89","24","-6666","-6666","-6666","-5555","-5555","0","0","0",,,,"0","0","0","0","63.1","6.7","74.0","8.6","52.1","7.1","0.13","0.0","14.91","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-02","18","13","9","7","5","1","-7777","2","21.8","8.4","23","18","13","9","7","5","2","1","-7777","16","14","0","0","-7777","-7777","1","1","4","0.05","0.14","0.44","42.4","263","89","24","-6666","-6666","-6666","-5555","-5555","0","0","0",,,,"0","0","0","0","63.4","6.7","74.3","8.6","52.5","7.1","0.26","0.0","15.04","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-03","19","14","9","7","5","1","-7777","2","21.8","8.4","24","19","14","9","7","5","2","1","-7777","16","14","0","0","-7777","-7777","1","1","3","0.05","0.14","0.44","42.4","262","88","24","-6666","-6666","-6666","-5555","-5555","0","0","0",,,,"0","0","0","0","63.7","6.6","74.6","8.5","52.8","7.1","0.39","0.0","15.17","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-04","19","14","9","7","5","1","-7777","2","21.8","8.3","24","19","14","9","7","5","2","1","-7777","16","15","0","0","-7777","-7777","1","1","3","0.05","0.14","0.44","42.3","262","88","25","-6666","-6666","-6666","-5555","0","0","0","0",,,,"0","0","0","0","64.0","6.6","74.9","8.4","53.1","7.1","0.52","0.0","15.30","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-05","19","14","10","8","5","1","-7777","2","21.7","8.2","24","19","14","10","8","5","2","1","-7777","17","15","0","0","-7777","-7777","-7777","1","3","0.05","0.14","0.44","42.3","261","88","25","-6666","-6666","-6666","-5555","0","0","0","0",,,,"0","0","0","0","64.3","6.6","75.2","8.4","53.4","7.1","0.65","0.0","15.43","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-06","20","15","10","8","6","1","-7777","2","21.7","8.2","25","20","15","10","8","6","2","1","-7777","17","15","0","0","-7777","-7777","-7777","1","3","0.05","0.14","0.44","42.2","261","88","25",,,,"0","0","0","0","0",,,,"0","0","0","0","64.6","6.5","75.4","8.3","53.8","7.1","0.78","0.0","15.56","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-07","20","15","10","8","6","1","1","3","21.6","8.1","25","20","15","10","8","6","3","1","1","17","15","0","0","-7777","-7777","-7777","1","3","0.05","0.14","0.44","42.1","259","87","26",,,,"0","0","0","0","0",,,,"0","0","0","0","64.9","6.5","75.7","8.2","54.1","7.0","0.91","0.0","15.69","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-08","20","15","10","8","6","1","1","3","21.6","8.0","25","20","15","10","8","6","3","1","1","17","16","0","0","-7777","-7777","-7777","1","3","0.05","0.14","0.44","42.0","258","86","26",,,,"0","0","0","0","0",,,,"0","0","0","0","65.2","6.4","76.0","8.1","54.4","7.0","1.04","0.0","15.82","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-09","21","16","11","9","6","1","1","3","21.6","7.9","26","21","16","11","9","6","3","1","1","18","16","0","0","-7777","-7777","-7777","1","2","0.05","0.14","0.44","41.8","257","86","26",,,,"0","0","0","0","0",,,,"0","0","0","0","65.5","6.4","76.3","8.0","54.7","7.0","1.18","0.0","15.96","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-10","21","16","11","9","6","1","1","3","21.5","7.9","26","21","16","11","9","6","3","1","1","18","16","0","0","-7777","-7777","-7777","1","2","0.05","0.14","0.44","41.7","256","86","26",,,,"0","0","0","0","0",,,,"0","0","0","0","65.8","6.3","76.6","7.9","55.0","7.0","1.30","0.0","16.08","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-11","21","16","11","9","7","1","1","3","21.5","7.8","26","21","16","11","9","7","3","1","1","18","16","0","0","-7777","-7777","-7777","-7777","2","0.05","0.14","0.44","41.5","256","86","26",,,,"0","0","0","0","0",,,,"0","0","0","0","66.1","6.3","76.9","7.8","55.4","6.9","1.43","0.0","16.21","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-12","21","16","11","10","7","1","1","3","21.5","7.7","26","21","16","11","10","7","3","1","1","18","17","0","0","-7777","-7777","-7777","-7777","2","0.05","0.14","0.44","41.4","255","86","27",,,,"0","0","0","0","0",,,,"0","0","0","0","66.4","6.2","77.1","7.8","55.7","6.9","1.56","0.0","16.34","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-13","22","17","12","10","7","1","1","3","21.4","7.7","27","22","17","12","10","7","3","1","1","19","17","0","0","0","-7777","-7777","-7777","2","0.05","0.14","0.44","41.2","254","85","27",,,,"0","0","0","0","0",,,,"0","0","0","0","66.7","6.2","77.4","7.7","56.0","6.9","1.69","0.0","16.47","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-14","22","17","12","10","7","1","1","4","21.4","7.6","27","22","17","12","10","7","4","1","1","19","17","0","0","0","-7777","-7777","-7777","2","0.05","0.14","0.44","41.0","253","85","27",,,,"0","0","0","0","0",,,,"0","0","0","0","67.0","6.2","77.7","7.6","56.3","6.9","1.82","0.0","16.60","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-15","22","17","12","10","8","1","1","4","21.4","7.6","27","22","17","12","10","8","4","1","1","19","17","0","0","0","-7777","-7777","-7777","2","0.05","0.14","0.44","40.8","251","84","27",,,,"0","0","0","0","0",,,,"0","0","0","0","67.3","6.1","77.9","7.5","56.6","6.8","1.95","0.0","16.73","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-16","23","18","13","11","8","1","1","4","21.3","7.5","28","23","18","13","11","8","4","1","1","19","18","0","0","0","-7777","-7777","-7777","1","0.05","0.14","0.44","40.6","250","84","27",,,,"0","0","0","0","0",,,,"0","0","0","0","67.5","6.1","78.2","7.5","56.9","6.8","2.07","0.0","16.85","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-17","23","18","13","11","8","2","1","4","21.3","7.5","28","23","18","13","11","8","4","2","1","20","18","0","0","0","-7777","-7777","-7777","1","0.05","0.14","0.44","40.4","249","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","67.8","6.1","78.5","7.4","57.1","6.8","2.20","0.0","16.98","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-18","23","18","13","11","8","2","1","4","21.3","7.4","28","23","18","13","11","8","4","2","1","20","18","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.44","40.2","247","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","68.1","6.0","78.7","7.4","57.4","6.8","2.33","0.0","17.11","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-19","23","18","13","11","9","2","1","4","21.3","7.4","28","23","18","13","11","9","4","2","1","20","18","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.44","39.9","246","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","68.3","6.0","79.0","7.3","57.7","6.7","2.45","0.0","17.23","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-20","24","19","14","12","9","2","1","5","21.2","7.3","29","24","19","14","12","9","5","2","1","20","18","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.44","39.7","245","83","27",,,,"0","0","0","0","0",,,,"0","0","0","0","68.6","6.0","79.2","7.3","58.0","6.7","2.58","0.0","17.36","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-21","24","19","14","12","9","2","1","5","21.2","7.3","29","24","19","14","12","9","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.44","39.5","243","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","68.8","5.9","79.4","7.2","58.2","6.7","2.70","0.0","17.48","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-22","24","19","14","12","9","2","1","5","21.2","7.2","29","24","19","14","12","9","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.44","39.3","242","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","69.1","5.9","79.7","7.1","58.5","6.6","2.82","0.0","17.60","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-23","24","19","14","12","9","2","1","5","21.2","7.2","29","24","19","14","12","9","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.44","39.1","241","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","69.3","5.8","79.9","7.1","58.7","6.6","2.94","0.0","17.72","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-24","24","19","15","13","10","2","1","5","21.2","7.1","30","24","19","15","13","10","5","2","1","21","19","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.44","38.8","240","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","69.5","5.8","80.1","7.0","58.9","6.6","3.06","0.0","17.84","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-25","25","20","15","13","10","2","1","5","21.1","7.1","30","25","20","15","13","10","5","2","1","21","20","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.45","38.7","239","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","69.7","5.8","80.3","7.0","59.1","6.6","3.19","0.0","17.97","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-26","25","20","15","13","10","2","1","6","21.1","7.0","30","25","20","15","13","10","6","2","1","22","20","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.45","38.5","238","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","69.9","5.8","80.5","6.9","59.4","6.5","3.31","0.0","18.09","43.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","06-27","25","20","15","13","10","2","1","6","21.1","7.0","30","25","20","15","13","10","6","2","1","22","20","0","0","0","-7777","-7777","-7777","1","0.05","0.15","0.45","38.3","237","82","27",,,,"0","0","0","0","0",,,,"0","0","0","0","70.1","5.7","80.7","6.9","59.6","6.5","3.43","0.0","18.21","43.5"
